Question,Answer
Who said the quote: 'David Richardson.'?,David Puddy
Who said the quote: 'But Mr. Dalrimple--'?,David Puddy
Who said the quote: 'That's terrific!'?,Morty Seinfeld
Who said the quote: 'How could anyone not like him?'?,Helen Seinfeld
Who said the quote: 'Careful! Careful with the suitcases! We just painted!'?,Estelle Costanza
"Who said the quote: '(not really noticing Jerry said Hello) Hello, Kramer. Close the door.'?",Estelle Costanza
Who said the quote: 'More stuff?!'?,Estelle Costanza
Who said the quote: '(To George) How much is there?!'?,Estelle Costanza
"Who said the quote: 'So, how are ya, Jerry?'?",Estelle Costanza
"Who said the quote: '(Sits down on the couch) Nah, not interested.'?",Estelle Costanza
"Who said the quote: '(Interrupting) Tell it to the audience. (George gives Jerry an 'I told you so' look) Here, (Picks up a plate full of sandwiches) I made some bologna sandwiches.'?",Estelle Costanza
Who said the quote: 'What are you talking about?! (to Jerry) Have a sandwich.'?,Estelle Costanza
"Who said the quote: 'Oh, stop it! You don't want one, Kramer?'?",Estelle Costanza
Who said the quote: 'I think you're all a little touched in the head. (Puts the plate down) You're so worried about your health.. You're young men.'?,Estelle Costanza
Who said the quote: 'What am I gonna do with all these sandwiches?! Will you take them home? Give them to someone in your building?'?,Estelle Costanza
"Who said the quote: 'No, George. We're going out to eat tonight with your father.'?",Estelle Costanza
Who said the quote: 'Maybe you should take a civil service test.'?,Estelle Costanza
"Who said the quote: 'Look at this, George. (Takes a coin out of his pocket) You ever seen a silver dollar?'?",Frank Costanza
"Who said the quote: 'Would you believe when I was 18, I had a ssssilver dollar collection?'?",Frank Costanza
Who said the quote: 'I don't understand. You get job security - you get a pay check every week..'?,Estelle Costanza
"Who said the quote: '(Still looking at his coin) You know, I couldn't bring myself to spend one of these. I got some kind of a-a-a-a-a phobia.'?",Frank Costanza
Who said the quote: 'So what are you gonna do?!'?,Estelle Costanza
Who said the quote: 'I bet that collection would be worth a lot of money today. (does a form of magic trick making the coin disappear as he shows George an empty hand)'?,Frank Costanza
Who said the quote: 'I don't like this waiter. (Holds up his hand to get the waiters attention - starts snapping) Look at him.. He sees us.. he doesn't want to come over.'?,Frank Costanza
"Who said the quote: 'George, where are you going?!'?",Estelle Costanza
"Who said the quote: 'I knew it. I knew it.. I always knew you always had beautiful hands. I used to tell people. Frank, didn't I use to talk about his hands?'?",Estelle Costanza
Who said the quote: '(Looking up from his paper) Who the hell did'ya ever mention his hands to?'?,Frank Costanza
Who said the quote: '(Getting annoyed) I mentioned his hands to plenty of people!'?,Estelle Costanza
Who said the quote: 'You never mentioned them to me!'?,Frank Costanza
Who said the quote: 'I always talk about your hands - how they're so soft and milky white..'?,Estelle Costanza
Who said the quote: 'No! You never said milky white!'?,Frank Costanza
Who said the quote: '(Getting angry) I said milky white!'?,Estelle Costanza
Who said the quote: 'I'm sorry.'?,Estelle Costanza
Who said the quote: '(Apologizing) I'll try to be more careful.'?,Estelle Costanza
"Who said the quote: 'Georgie.. (Nudges George's arm, disrupting his work with the scissors) Oh, Georgie, would you like some Jell-O?'?",Estelle Costanza
"Who said the quote: '(To Estelle, referring to the Jell-O) Why'd you put the bananas in there?!'?",Frank Costanza
Who said the quote: '(Yelling) George likes the bananas!'?,Estelle Costanza
Who said the quote: '(Trying to match her tone) So let him have bananas on the side!'?,Frank Costanza
Who said the quote: '(Meek) But Georgie.. what about the Jell-O?'?,Estelle Costanza
Who said the quote: 'Why do you need all that ketchup for?'?,Frank Costanza
"Who said the quote: 'So I, I talked to Phil Casacof today.'?",Frank Costanza
Who said the quote: 'Phil Casacof?'?,Estelle Costanza
"Who said the quote: 'Yeah, you know my friend, the bra salesman. He says they are looking maybe to put somebody on so I got you an interview next Friday with his boss.'?",Frank Costanza
Who said the quote: '2 o'clock.'?,Frank Costanza
Who said the quote: 'You can look for sneakers the next day!'?,Frank Costanza
Who said the quote: 'He doesn't know anything about bras.'?,Estelle Costanza
"Who said the quote: 'Well, it wouldn't hurt to go in the and be able to discuss it intelligently. Maybe you should take a look at a few bras? (to Estelle) Where is you bra? Give him a bra to look.'?",Frank Costanza
Who said the quote: 'I am not giving him a bra.'?,Estelle Costanza
Who said the quote: 'Why not?'?,Frank Costanza
Who said the quote: 'Because I don't need him looking at my bra.'?,Estelle Costanza
"Who said the quote: 'Why, so he'll go to the interview and he wouldn't know what he's talking about!?!'?",Frank Costanza
Who said the quote: 'You don't even know what they're made from.'?,Frank Costanza
Who said the quote: 'Get out of here! Lycra-spandex?'?,Frank Costanza
Who said the quote: 'I think they are made from lycra-spandex.'?,Estelle Costanza
Who said the quote: 'Wanna bet? How much you wanna bet?'?,Frank Costanza
Who said the quote: 'I'm not betting!'?,Estelle Costanza
Who said the quote: 'Take a look.'?,Frank Costanza
"Who said the quote: 'All right, I'll get a bra.'?",Estelle Costanza
Who said the quote: '(Yelling to Estelle as she leaves)I don't know what the big problem is getting a bra?!'?,Frank Costanza
"Who said the quote: 'I'm not saying go to the library and read the whole history, but it wouldn't kill you to know a little bit about it.'?",Frank Costanza
"Who said the quote: 'How long it takes to find a bra? What's going on in there? You ask me to get a pair of underwear, I'm back in two seconds...you know about the uh cup sizes and all? They have different cups.'?",Frank Costanza
"Who said the quote: 'You got the A, the B, the C and the D. That's the biggest.'?",Frank Costanza
"Who said the quote: 'Here, here's the bra.'?",Estelle Costanza
Who said the quote: 'Let me see it.'?,Frank Costanza
Who said the quote: '(reading the bra) 100% lycra-spandex.'?,Estelle Costanza
Who said the quote: 'Let me see it.'?,Frank Costanza
"Who said the quote: 'I told you. Here, think you know everything?'?",Estelle Costanza
"Who said the quote: 'Hmm, that's surprising. All right, what else? You got the cups in the front, two loops in the back. All right, a guess that's about it.'?",Frank Costanza
Who said the quote: 'You got ketchup on it!'?,Estelle Costanza
"Who said the quote: 'Hey, hey...'?",Newman
"Who said the quote: 'Hello Jerry. (to Kramer) So, any news?'?",Newman
Who said the quote: 'South America?! (to Jerry) What kind of snow blower you get us mixed up with?'?,Newman
Who said the quote: 'If we put our three heads together we should come up with something.'?,Newman
Who said the quote: 'It's Thursday.'?,Newman
"Who said the quote: 'Tuesday has no feel. Monday has a feel, Friday has a feel, Sunday has a feel....'?",Newman
"Who said the quote: 'Hey, you know this is kind of fun.'?",Newman
"Who said the quote: 'Yeah, me too.'?",Newman
"Who said the quote: 'Hey, hey maybe I should go with him?'?",Newman
Who said the quote: 'Who made you the leader?'?,Newman
Who said the quote: 'Alright.'?,Newman
Who said the quote: 'I shoulda gone in with him.'?,Newman
Who said the quote: 'What you need me in the car for?'?,Newman
Who said the quote: 'I use dental tape.'?,Newman
Who said the quote: 'I don't wanna.'?,Newman
Who said the quote: 'No.'?,Newman
"Who said the quote: 'Why, because I use dental tape?'?",Newman
"Who said the quote: 'No, no I don't like it.'?",Newman
Who said the quote: 'I like the thick tape.'?,Newman
Who said the quote: 'Will that take care of ours too?'?,Newman
"Who said the quote: 'Hey, you want me to mail it? I'm on my way out anyway.'?",Newman
Who said the quote: 'It'll be my pleasure.'?,Newman
Who said the quote: 'See'ya later.'?,Newman
Who said the quote: 'After you.'?,Newman
"Who said the quote: 'What do you mean you felt the material? What, with your fingers like this?'?",Frank Costanza
Who said the quote: 'Who goes around feeling people's material? What can be gained by feeling a person's material? It's insanity!'?,Estelle Costanza
"Who said the quote: 'What ever happened to ""Why, that's a lovely dress you have on. May I have this dance?""!!'?",Frank Costanza
"Who said the quote: 'Pair of bear claws, please.'?",Newman
"Who said the quote: 'Hey, hey, hey. (to Jerry) I hear you've got some lip reader working for you. You gotta let me use her for one day. Just one day.'?",Newman
"Who said the quote: 'But Jerry, we've got this new supervisor down at the post office. He's working behind this glass. I know they're talking about me. They're going to transfer me, I know it. Two hours, give me two hours.'?",Newman
"Who said the quote: '(Sinister) All right, all right. All right you go ahead. You go ahead and keep it secret. But you remember this. When you control the mail, you control... information.'?",Newman
Who said the quote: 'Tommy Tune is a very good dancer. (hits George on the head with what seems to be the tvguide) You ever see Tommy Tune dance?'?,Frank Costanza
Who said the quote: 'I like tap dancing.'?,Estelle Costanza
Who said the quote: 'Tap dancing. Anyone can tap dance. It's all in those shoes.'?,Frank Costanza
"Who said the quote: 'Are you kidding? They practice for years, those people.'?",Estelle Costanza
Who said the quote: 'Somebody's at the door.'?,Estelle Costanza
Who said the quote: 'Tommy Tune is very tall. That helps. It makes him lankier.'?,Frank Costanza
Who said the quote: '(answers the door) Lloyd?'?,Estelle Costanza
"Who said the quote: 'Georgie, Lloyd Braun is here.'?",Estelle Costanza
Who said the quote: 'Hey! Lloyd!'?,Frank Costanza
Who said the quote: 'What are you doing here?'?,Estelle Costanza
Who said the quote: 'Georgie. Come here and say hello.'?,Estelle Costanza
"Who said the quote: 'How are you doing, Lloyd? I hear you're a big advisor for Dinkins now.'?",Frank Costanza
Who said the quote: 'Ow! (hits George on the forehead) What's the matter with you?'?,Estelle Costanza
Who said the quote: 'What's the matter with your arm?'?,Estelle Costanza
Who said the quote: 'Your arm moves like this? (does the nudging motion)'?,Frank Costanza
Who said the quote: '(continues to move his arm) I never seen your arm move like this.'?,Frank Costanza
"Who said the quote: 'Me, either.'?",Estelle Costanza
Who said the quote: 'It's like some kind of aaaaa (snapping his fingers) spasm.'?,Frank Costanza
Who said the quote: 'Mayor Dinkins got an appointment for him?'?,Estelle Costanza
Who said the quote: 'You mentioned George's name to Mayor Dinkins? You discussed George with the mayor of New York?'?,Frank Costanza
Who said the quote: 'Dinkins was talking about you. He was discussing you.'?,Estelle Costanza
"Who said the quote: '(grabbing the card) Hey, Mayor Dinkins set this up for you. You know what kind of a doctor this must be if Dinkins knows him?'?",Frank Costanza
"Who said the quote: 'Oh, it was good seeing you.'?",Estelle Costanza
Who said the quote: 'You must mean Elaine. Isn't she adorable?'?,Estelle Costanza
Who said the quote: 'She works at Pendant Publishing. Elaine Benes.'?,Estelle Costanza
"Who said the quote: 'Bye! (Lloyd leaves) Oh, that Lloyd Braun. He is something, isn't he?'?",Estelle Costanza
"Who said the quote: 'Well, I wouldn't hear of it. I said, ""Nice try, granny!"" And I sent her to the back of the line!'?",Newman
"Who said the quote: 'Hello, Jerry. Say, this yogurt is really something, huh? And it's non-fat! I've been waiting for something like this my whole life! And it's finally here!'?",Newman
"Who said the quote: 'Hey, another round of strawberry for me and my friends.'?",Newman
"Who said the quote: 'I don't think it's so bad. People should wear name tags. Everyone would be a lot friendlier. ""Hello, Sam."" ""How are you doing, Joe?"" (George's arm moves and hits the lamp) Hey, your arm. It moved again. I thought you said it went away.'?",Frank Costanza
Who said the quote: 'Be quiet. They're starting the press conference.'?,Estelle Costanza
"Who said the quote: '(from the corner of the Yogurt shop) Hey, Jerry. Thanks a lot. I hope you're happy.'?",Newman
"Who said the quote: 'I don't care. It was good. I was enjoying it. Had to interfere. Couldn't leave well enough alone. Well, I will get even with you for this. You can count on it.'?",Newman
Who said the quote: 'I can't eat this.'?,Newman
Who said the quote: 'Once I find a barber I stick with him. I almost went to barber school. I always felt I had a talent for it.'?,Newman
"Who said the quote: 'Yeah, just the way that I was raised. I'm special.'?",Newman
Who said the quote: 'It's okay. A little crooked.'?,Newman
Who said the quote: 'What's the catch?'?,Newman
"Who said the quote: 'Hmm, that job sounds like it might be worth a year's free haircuts. And a comb.'?",Newman
Who said the quote: 'It's Newman.'?,Newman
Who said the quote: '(dancing) Can I use your bathroom?'?,Newman
Who said the quote: 'My toilet's clogged.'?,Newman
Who said the quote: 'No.'?,Newman
Who said the quote: 'He's out.'?,Newman
"Who said the quote: 'Yes, yes. May I go? Cause I gotta go very badly.'?",Newman
Who said the quote: '(thinking to himself; checks a comb) No. (checks a brush) Jackpot. I don't believe this. There's no hair in this thing. I've never seen a person that didn't have at least one hair in a brush.'?,Newman
"Who said the quote: 'Yeah, yeah.'?",Newman
Who said the quote: 'What are you doing?'?,Newman
"Who said the quote: 'Oh, can I watch a little? Cuz it's my favorite movie.'?",Newman
Who said the quote: 'No. No.'?,Newman
"Who said the quote: 'Gotta go. Oh gee, I dropped a nickel (reaches down and picks up the hair.)'?",Newman
Who said the quote: 'It was a cinch. Where are you going?'?,Newman
Who said the quote: '(on the phone in his apartment with a Bald head) Not for a while.'?,Newman
"Who said the quote: 'Hello, hello!'?",Estelle Costanza
"Who said the quote: 'Oh, the house looks very nice.'?",Estelle Costanza
Who said the quote: 'Where's the mail?'?,Frank Costanza
Who said the quote: 'Hello Jerry.'?,Estelle Costanza
"Who said the quote: 'Ah, your father...'?",Estelle Costanza
Who said the quote: 'Is there anything wrong with getting a receipt at a toll booth?'?,Frank Costanza
Who said the quote: 'I'm going upstairs. (she leaves for the bedroom)'?,Estelle Costanza
"Who said the quote: '(examining mail) This stack should be bigger, where's the TV Guide?'?",Frank Costanza
"Who said the quote: 'I'm missing TV Guide volume forty-one, number thirty-one.'?",Frank Costanza
Who said the quote: 'Elaine took it?'?,Frank Costanza
Who said the quote: '(shouting) How could you let her take the TV Guide?!'?,Frank Costanza
"Who said the quote: 'The nerve of that woman. Walking into my house, stealing my collectible!'?",Frank Costanza
Who said the quote: '(screaming) Oh my God! (she enters holding a small packet) This was in our bed.'?,Estelle Costanza
Who said the quote: '(taking the packet) What is this? (accusingly to George) A prophylactic wrapper?!'?,Frank Costanza
Who said the quote: 'What is this doing on my bed?!'?,Estelle Costanza
Who said the quote: 'You were having sex on our bed?!'?,Frank Costanza
"Who said the quote: 'Who told you, you could have sex in our bed?'?",Estelle Costanza
"Who said the quote: 'Your bed is too small? I'm gone two weeks and you turn our house into, into Bourbon Street!'?",Frank Costanza
Who said the quote: 'Where am I going to sleep?'?,Estelle Costanza
Who said the quote: 'I can't sleep in there!'?,Estelle Costanza
Who said the quote: 'I can't! (screams) I can't!'?,Estelle Costanza
Who said the quote: 'That's it! You're grounded!'?,Frank Costanza
Who said the quote: 'You wanna live here? You respect the rules of our house. (yells) You're grounded!'?,Frank Costanza
Who said the quote: 'How do you just walk into a house and take a TV Guide? How does she expect you to watch TV? (doorbell rings) Am I just supposed to turn it on and wander aimlessly around the dial?'?,Frank Costanza
"Who said the quote: 'Elaine Benes? Oh, she's my son's friend.'?",Estelle Costanza
Who said the quote: '(shouting) And she's not welcome in this house!'?,Frank Costanza
Who said the quote: '(yelling) That's my TV Guide! Ripped to shreds! She gave that to you?!'?,Frank Costanza
Who said the quote: 'Those. I've been saving those from the beginning.'?,Frank Costanza
"Who said the quote: 'Oh, hello Elaine!'?",Estelle Costanza
Who said the quote: 'Why'd you take my TV Guide?'?,Frank Costanza
Who said the quote: '(examining magazine) What is this? You got stains all over it! What the hell'd you do?'?,Frank Costanza
Who said the quote: '(yelling) I'll talk to her any way I want!'?,Frank Costanza
Who said the quote: 'My coffee table!'?,Estelle Costanza
Who said the quote: 'It's mine. I'm his mother.'?,Estelle Costanza
Who said the quote: 'George doesn't work. He's a bum. That's why he lives at home with us.'?,Estelle Costanza
Who said the quote: 'George what are you doing in there?'?,Estelle Costanza
Who said the quote: 'Youve been in there an hour.'?,Frank Costanza
Who said the quote: 'You dont feel well?'?,Estelle Costanza
Who said the quote: 'I want to know what youre doing in there.'?,Estelle Costanza
"Who said the quote: 'George, open the door.'?",Frank Costanza
Who said the quote: 'Georgie.'?,Estelle Costanza
Who said the quote: 'Latvian Orthodox? Why are you doing this?'?,Estelle Costanza
Who said the quote: 'A woman? What are you out of your mind?'?,Frank Costanza
Who said the quote: 'Why cant you do anything like a normal person?'?,Estelle Costanza
Who said the quote: 'Wait. Is this the group that goes around mutilating squirrels?'?,Frank Costanza
Who said the quote: 'Im calling my lawyer. It might not be too late to get out of this.'?,Frank Costanza
"Who said the quote: 'Bu George, you dont know what youre saying. Youre under their control.'?",Estelle Costanza
"Who said the quote: 'What, they brainwashed you?'?",Frank Costanza
Who said the quote: 'Youre not performing any rituals in this house.'?,Frank Costanza
Who said the quote: 'Go back to the psychiatrist. I beg you.'?,Estelle Costanza
Who said the quote: 'And stay away from those squirrels.'?,Frank Costanza
"Who said the quote: 'Well, that's easy for you to say.'?",David Puddy
Who said the quote: 'You're Jerry right?'?,David Puddy
"Who said the quote: 'Jerry, we just heard, what's going on?'?",Helen Seinfeld
Who said the quote: 'Why the hell didn't you tell us?'?,Morty Seinfeld
Who said the quote: 'Who is she? When did this happen?'?,Helen Seinfeld
"Who said the quote: 'Morty, you're talking too loud.'?",Helen Seinfeld
Who said the quote: 'I'm not talking loud!'?,Morty Seinfeld
Who said the quote: 'You're hurting my eardrum.'?,Helen Seinfeld
Who said the quote: 'Is she there? Can we talk to her? What's her name?'?,Helen Seinfeld
Who said the quote: 'What?'?,Helen Seinfeld
"Who said the quote: 'I knew it, I told you!'?",Morty Seinfeld
Who said the quote: 'A discount on dry-cleaning?'?,Helen Seinfeld
Who said the quote: 'But there are no stamps on these.'?,Morty Seinfeld
Who said the quote: 'Why are you doing this?'?,Helen Seinfeld
Who said the quote: 'Why?'?,Helen Seinfeld
Who said the quote: 'I told you it was good. (hands Kramer the lotion)'?,Helen Seinfeld
Who said the quote: 'It's from the Saks Fifth Avenue in Miami.'?,Helen Seinfeld
Who said the quote: 'Say those are some nice pants. I got a pair just like them at home.'?,Morty Seinfeld
Who said the quote: 'Tonight?'?,Helen Seinfeld
"Who said the quote: '(looking at Morty) Uh oh I don't think we think we can make it tonight, (turns toward George) we have plans.'?",Helen Seinfeld
Who said the quote: '(turns to Jerry) We have plans.'?,Helen Seinfeld
Who said the quote: '(annoyed) We have plans.'?,Helen Seinfeld
Who said the quote: '(turns back toward George) Maybe'?,Helen Seinfeld
Who said the quote: '(to George as he is about to leave) Hey give 'em our best though.'?,Morty Seinfeld
Who said the quote: ''None''?,Morty Seinfeld
Who said the quote: 'Jerry we don't care much for the Costanzas'.'?,Helen Seinfeld
Who said the quote: 'We can't stand them.'?,Morty Seinfeld
Who said the quote: 'Since always. We've never liked them.'?,Helen Seinfeld
"Who said the quote: 'Well they're so loud, they're always fighting it's uncomfortable, you never notice?'?",Helen Seinfeld
Who said the quote: 'Well we do.'?,Morty Seinfeld
Who said the quote: 'We adore Elaine.'?,Helen Seinfeld
Who said the quote: 'What's he like?'?,Helen Seinfeld
Who said the quote: 'A what?'?,Helen Seinfeld
Who said the quote: 'They're exhausting it's like being in an Asylum.'?,Helen Seinfeld
Who said the quote: 'Hello Elaine'?,Morty Seinfeld
Who said the quote: 'Hello Aaron'?,Helen Seinfeld
Who said the quote: 'Hello.'?,Morty Seinfeld
"Who said the quote: 'Oh, three more days, three more days then we're off to Paris.'?",Helen Seinfeld
Who said the quote: 'We're going with a select charter group.'?,Morty Seinfeld
Who said the quote: 'We can't take money.'?,Helen Seinfeld
"Who said the quote: '(grabbing Aaron) Really, you could do that?'?",Helen Seinfeld
Who said the quote: 'I wouldn't be any trouble?'?,Helen Seinfeld
Who said the quote: 'When would we go?'?,Helen Seinfeld
Who said the quote: 'I'm ready'?,Morty Seinfeld
Who said the quote: 'Are you sure?'?,Helen Seinfeld
"Who said the quote: 'Ok, let me get my coat.'?",Helen Seinfeld
"Who said the quote: 'Ok, bye.'?",Morty Seinfeld
Who said the quote: 'They're not coming?'?,Frank Costanza
Who said the quote: 'How could they have plans?'?,Estelle Costanza
"Who said the quote: 'Well what difference does it make? They wouldn't lie to us, they're are dear friends.'?",Frank Costanza
Who said the quote: 'What am I supposed to do with all this Paella?'?,Estelle Costanza
Who said the quote: 'Maybe?'?,Frank Costanza
Who said the quote: 'Maybe they don't like us.'?,Estelle Costanza
Who said the quote: 'Why wouldn't they like us? (tastes the Paella; disgusted) Again with the pepper? What do you gotta use all the pepper for?'?,Frank Costanza
Who said the quote: 'Ah keep quiet.'?,Estelle Costanza
Who said the quote: 'What are you trying to set my mouth on fire?'?,Frank Costanza
Who said the quote: 'Aaron is quite the tour guide.'?,Helen Seinfeld
Who said the quote: 'Jerry have you ever seen any of those impressionist paintings?'?,Morty Seinfeld
Who said the quote: 'Don't you think he had to be uh near sighted? I mean know body would paint like that if they could see. It's all out of focus.'?,Morty Seinfeld
Who said the quote: 'I say the guy was painting without his glasses.'?,Morty Seinfeld
Who said the quote: 'Jerry if you have something to do we could just sit right here and read.'?,Helen Seinfeld
Who said the quote: 'Oh thanks again.'?,Helen Seinfeld
Who said the quote: 'We have no plans.'?,Helen Seinfeld
"Who said the quote: '(noticing Kramer's coat) Look at that, Helen do you see what he's wearing? That's the Executive.'?",Morty Seinfeld
"Who said the quote: 'I sure did. Raincoats were my business. The Executive was a classic, these haven't been made in twenty years.'?",Morty Seinfeld
Who said the quote: 'Why would they? Know body bought them then.'?,Helen Seinfeld
Who said the quote: 'He's wearing one.'?,Morty Seinfeld
Who said the quote: 'You don't say? You know I have boxes of those sitting in my garage in Florida?'?,Morty Seinfeld
Who said the quote: 'You gotta deal.'?,Morty Seinfeld
"Who said the quote: 'I'll call Jack Klompus, he's got a key to the garage. He can send them overnight delivery.'?",Morty Seinfeld
Who said the quote: 'You're gonna first start shipping boxes? We're leaving for Paris in three days.'?,Helen Seinfeld
Who said the quote: 'He'll send them express.'?,Morty Seinfeld
Who said the quote: 'You're crazy.'?,Helen Seinfeld
"Who said the quote: 'I'll tell you how crazy I am, I'm gonna pay for this whole trip with these coats.'?",Morty Seinfeld
Who said the quote: 'So much the better.'?,Morty Seinfeld
"Who said the quote: 'I came home one night, and I tripped over one of Jerry's toys. (Jerry smiling points to himself and nods with cards in his hands) So I took out my belt just to threaten him, and I got a glimpse of myself in the mirror.'?",Morty Seinfeld
Who said the quote: 'So that night I cut off the loops and the Executive was born.'?,Morty Seinfeld
Who said the quote: 'I haven't been able to reach him. Hey I'll call him right now.'?,Morty Seinfeld
Who said the quote: 'Just a second. (Goes to grab the phone)'?,Morty Seinfeld
Who said the quote: 'Jerry have you seen Schindler's List?'?,Helen Seinfeld
Who said the quote: 'Oh you have to go you have to'?,Helen Seinfeld
Who said the quote: 'You have to'?,Helen Seinfeld
Who said the quote: '(on the phone) Hello Jack.'?,Morty Seinfeld
Who said the quote: 'Ya'?,Jack Klompus
Who said the quote: 'It's Morty'?,Morty Seinfeld
Who said the quote: 'Who died?'?,Jack Klompus
Who said the quote: 'Know body died. Jack I want you to do me a big favor. (Jerry holding up some cards looking at his father) In my garage there are a couple of boxes.'?,Morty Seinfeld
Who said the quote: 'What boxes?'?,Jack Klompus
Who said the quote: 'I'm gonna explain what boxes.'?,Morty Seinfeld
Who said the quote: 'Alright how the hell do I know?'?,Jack Klompus
"Who said the quote: 'Anyway there are these three big boxes, you can't miss them. I want you to ship them here to New York for me.'?",Morty Seinfeld
Who said the quote: 'I thought you're going to Paris'?,Jack Klompus
Who said the quote: 'I'm still going to Paris. I got a big deal cooking here.'?,Morty Seinfeld
Who said the quote: 'What's in the boxes?'?,Jack Klompus
Who said the quote: 'Raincoats.'?,Morty Seinfeld
Who said the quote: 'Raincoats? (Doris sighs) You think you're gonna sell those old crappy raincoats? That's garbage.'?,Jack Klompus
Who said the quote: 'I guarantee you Doris is not letting him mail those boxes.'?,Helen Seinfeld
Who said the quote: 'When do you want these?'?,Jack Klompus
Who said the quote: 'Send them tomorrow.'?,Morty Seinfeld
Who said the quote: 'You think they're coming tonight?'?,Estelle Costanza
"Who said the quote: 'Of course they're coming, they're leaving soon. If they don't come tonight they might not see us.'?",Frank Costanza
"Who said the quote: 'Well they better come, I got all this Paella.'?",Estelle Costanza
"Who said the quote: 'I admire Morty and Helen going to France. We should take a trip, maybe a cruise.'?",Frank Costanza
Who said the quote: 'Georgie what were you doing poking around the attic last night?'?,Estelle Costanza
Who said the quote: 'I heard noise.'?,Estelle Costanza
Who said the quote: '(jumping to his feet) OK that's it! We're moving!'?,Frank Costanza
Who said the quote: 'I will not tolerate infestation.'?,Frank Costanza
"Who said the quote: 'Don't you understand the very thought, the very idea, I'll never be comfortable again.'?",Frank Costanza
Who said the quote: 'Alright Frank that's enough.'?,Estelle Costanza
"Who said the quote: 'Hello, Hello.'?",Helen Seinfeld
Who said the quote: 'Hello Elaine'?,Morty Seinfeld
Who said the quote: '(looking around) This is some office. What's the square footage?'?,Morty Seinfeld
Who said the quote: 'You don't mind to you Elaine?'?,Helen Seinfeld
"Who said the quote: 'This is some building, Harry Fleming used to have an office here. There was a deli on the first floor. You don't get corned beef like that anymore. What happened to that deli?'?",Morty Seinfeld
Who said the quote: '(from outside the door; singing) I could have danced all night (entering with Helen) I could have danced all night and still have'?,Morty Seinfeld
Who said the quote: 'Ooh.'?,Helen Seinfeld
Who said the quote: 'We didn't know you had company.'?,Helen Seinfeld
Who said the quote: 'Uh we'll come back another time.'?,Helen Seinfeld
Who said the quote: 'Whenever'?,Helen Seinfeld
Who said the quote: 'Uh we'll drive around for a while.'?,Morty Seinfeld
Who said the quote: 'We'll take a bus.'?,Morty Seinfeld
Who said the quote: 'No we don't mind'?,Helen Seinfeld
Who said the quote: 'I'll get a book.'?,Morty Seinfeld
Who said the quote: 'O-oh are you sure?'?,Helen Seinfeld
Who said the quote: 'Cuz we don't wann..'?,Helen Seinfeld
Who said the quote: 'Nice meeting you.'?,Helen Seinfeld
Who said the quote: 'Boy that was some show.'?,Morty Seinfeld
"Who said the quote: '""My Fair Lady""'?",Morty Seinfeld
"Who said the quote: 'Aaron surprised us, and Elaine came.'?",Helen Seinfeld
Who said the quote: 'We saw Regis Philbin get out of a limousine.'?,Morty Seinfeld
Who said the quote: 'He looks better on TV.'?,Helen Seinfeld
"Who said the quote: 'Hello Jerry,'?",Jack Klompus
Who said the quote: 'It's Jack Klompus.'?,Jack Klompus
Who said the quote: 'So when are you coming down to Florida again?'?,Jack Klompus
"Who said the quote: 'You know I still got that pen, the one that writes upside down.'?",Jack Klompus
Who said the quote: 'So uh where's your father?'?,Jack Klompus
Who said the quote: 'Yea'?,Morty Seinfeld
"Who said the quote: 'Morty, listen I can't get into the garage.'?",Jack Klompus
Who said the quote: 'What do you mean?'?,Morty Seinfeld
Who said the quote: 'There is something wrong with the key. The key doesn't work'?,Jack Klompus
Who said the quote: 'You gotta jiggle it a little bit. I jiggled it. I jiggled it for fifteen minutes.'?,Morty Seinfeld
Who said the quote: 'You gotta pull on the knob as you turn it.'?,Morty Seinfeld
Who said the quote: 'Get the hell outta here with your knob.'?,Jack Klompus
Who said the quote: 'My idiot son could open that garage door.'?,Morty Seinfeld
Who said the quote: 'Just do it first thing tomorrow. I need it.'?,Morty Seinfeld
Who said the quote: 'They'll be here first thing Thursday morning.'?,Morty Seinfeld
Who said the quote: 'Thursday morning? You know we're leaving at three o'clock.'?,Helen Seinfeld
Who said the quote: 'How are you gonna get all this done in time?'?,Helen Seinfeld
Who said the quote: 'Don't worry about it.'?,Morty Seinfeld
"Who said the quote: 'First Kramer, then Elaine?'?",Frank Costanza
Who said the quote: 'It's a slap in the face.'?,Frank Costanza
Who said the quote: '(with her arms out in wonder) What did we ever do to them? (George puts his arms out and imitates Estelle as she moves her arms up and down as she speaks) I want to know what we did them!'?,Estelle Costanza
"Who said the quote: 'What are they too good for us? A raincoat salesman, I could buy and sell 'em like that.'?",Frank Costanza
Who said the quote: 'The hell with them.'?,Estelle Costanza
Who said the quote: 'Let's forget about it. We're going on a beautiful vacation. (sits down in his chair)'?,Frank Costanza
Who said the quote: 'You're mother and I are planning on taking a cruise.'?,Frank Costanza
Who said the quote: 'But I can't find any vacation clothes. They were in the attic.'?,Frank Costanza
"Who said the quote: 'How can I go on a cruise with out my cabana wear? I love those, those clothes. (Looks down yells) AH! (jumps out of his chair) A mouse! I saw a mouse! (takes off into another room with glass doors on it and shuts the door)'?",Frank Costanza
Who said the quote: '(looking from the room; you can see him through the glass) Where the hell are my clothes? I love those clothes.'?,Frank Costanza
"Who said the quote: 'Hey, Jerry.'?",Morty Seinfeld
Who said the quote: 'So how was the movie?'?,Helen Seinfeld
