Question,Answer
Who said the quote: 'What could you possibly like about that?'?,Jerry Seinfeld
"Who said the quote: 'Yeah, theyre so funny and so comfortable with each other, and I could be comfortable too, if I had pants like that. I could sit on a porch and wrestle around, and maybe even be part of a real bull session.'?",Jerry Seinfeld
"Who said the quote: 'Even if the dialogue did ring true. (Donna starts to get annoyed that Jerry won't let the conversation go) Even if somehow somewhere men actually talk like that, what does that have to do with the pants? Doesnt that bother you?'?",Jerry Seinfeld
Who said the quote: 'But theyre talking about nothing.'?,Jerry Seinfeld
Who said the quote: 'I know the point.'?,Jerry Seinfeld
"Who said the quote: 'I mean, all those quick shots of the pants. Just pants, pants, pants, pants, pants, pants, pants. What is that supposed to be?'?",Jerry Seinfeld
"Who said the quote: 'Whats brutal about the date is the scrutiny that you put each other through. Because whenever you think about this person in terms of the future, you have to magnify everything about them. You know, like the guyll be like, I dont think her eyebrows are even. Could I look at uneven eyebrows for the rest of my life? And of course the womans looking at the guy, thinking, What is he looking at? Do I want somebody looking at me like this for the rest of my life?'?",Jerry Seinfeld
"Who said the quote: 'Im supposed to see her again on Thursday, but can I go out with someone who actually likes this commercial?'?",Jerry Seinfeld
Who said the quote: 'I once broke up with a guy because he didnt keep his bathroom clean enough.'?,Elaine Benes
Who said the quote: 'No kidding. Did you tell him that was the reason?'?,Jerry Seinfeld
"Who said the quote: 'Oh yeah, I told him all the time. You would not have believed his tub. Germs were building a town in there  they were constructing offices. Houses near the drain were going for a hundred and fifty thousand dollars.'?",Elaine Benes
Who said the quote: 'Hi.'?,Elaine Benes
Who said the quote: 'Youre still thinking about this?'?,Jerry Seinfeld
"Who said the quote: 'She invites me up at twelve oclock at night, for coffee, and I dont go up. No thank you. I dont want coffee. It keeps me up. Too late for me to drink coffee. I said this to her. People this stupid shouldnt be allowed to live. I cant imagine what she must think of me.'?",George Costanza
Who said the quote: 'She thinks youre a guy that doesnt like coffee.'?,Jerry Seinfeld
"Who said the quote: 'She invited me up. Coffees not coffee, coffee is sex.'?",George Costanza
Who said the quote: 'Maybe coffee was coffee.'?,Elaine Benes
Who said the quote: 'Coffees coffee in the morning. Its not coffee at twelve oclock at night.'?,George Costanza
Who said the quote: 'Well some people drink coffee that late.'?,Elaine Benes
"Who said the quote: 'Yeah, people who work at NORAD, whore on twenty-four hour missile watch. Everything was going along so great. She was laughing, I was funny... I kept saying to myself, Keep it up, dont blow it, youre doing great.'?",George Costanza
Who said the quote: 'Its all in your head. All she knows is she had a good time. I think you should call her.'?,Elaine Benes
Who said the quote: 'I cant call her now. Its too soon. Im planning a Wednesday call.'?,George Costanza
"Who said the quote: 'Oh, why? I love it when guys call me the next day.'?",Elaine Benes
"Who said the quote: 'Of course you do, but youre imagining a guy you like, not a guy who goes, Oh no, I dont drink coffee late at night. If I call her now, shes gonna think Im too needy. Women dont wanna see need. They want a take-charge guy  a colonel, a Kaiser, a tsar.'?",George Costanza
Who said the quote: 'All shell think is that you like her.'?,Elaine Benes
Who said the quote: 'That's exactly what I'm trying to avoid!'?,George Costanza
"Who said the quote: 'Well, she wants you to like her.'?",Elaine Benes
"Who said the quote: 'Yes, she wants me to like her, if she likes me. But she doesnt like me!'?",George Costanza
Who said the quote: 'I dont know what your parents did to you.'?,Elaine Benes
"Who said the quote: 'Hey, I just thought of a really funny thing for your act. All right, youre up there, youre on the stage and you go, Hey, you ever notice how cars here in New York, they never get out of the way of ambulances anymore. Someones in a life-and-death situation, and were thinking, Well, sorry buddy, you shouldve thought of that when you were eating cheese omelettes and sauages for breakfast every morning for the last thirty years.'?",Cosmo Kramer
Who said the quote: 'So you gonna use it?'?,Cosmo Kramer
Who said the quote: 'Its funny.'?,Cosmo Kramer
Who said the quote: 'It is funny.'?,Elaine Benes
Who said the quote: 'I like to use my own material.'?,Jerry Seinfeld
Who said the quote: 'Thats as good as anything you do.'?,Cosmo Kramer
"Who said the quote: 'All right, I gotta make a call. Everybody out, come on.'?",George Costanza
Who said the quote: 'Why do we have to leave?'?,Jerry Seinfeld
"Who said the quote: 'Because I cant call a woman with other people in the room. Come on, lets go.'?",George Costanza
"Who said the quote: 'Oh, see, this is the problem.'?",Elaine Benes
Who said the quote: 'Youre kicking me out of my house?'?,Jerry Seinfeld
Who said the quote: 'Yes.'?,George Costanza
Who said the quote: '(encouraging) Dont forget.'?,Elaine Benes
"Who said the quote: '(to Elaine) Right, alright. (to Jerry) Oh Jerry, do you have any apples?'?",George Costanza
Who said the quote: 'Dont do the apples. Its enough already with the apples.'?,Jerry Seinfeld
"Who said the quote: 'Um, hi, its George, George Costanza, remember me? The guy that didnt come up for coffee. You see, I didnt realise that coffee didnt really mean... well, whatever. Anyway, it was fun. It was... it was fun, so... oh boy, um, so... You call me back. If you want. Its up to you, you know, whatever you wanna do. Either way. The balls in your court. So uh, take it easy.'?",George Costanza
"Who said the quote: 'Im just gonna get my jacket, Ill meet you downstairs. Whats the matter, did you call?'?",Jerry Seinfeld
"Who said the quote: 'Got her machine. Im dead, Im a dead man. Thats it. Im dead, Im a dead man. Dead man.'?",George Costanza
Who said the quote: 'What did you say?'?,Jerry Seinfeld
"Who said the quote: 'I dont know what the hell I said. I gave her an ultimatum and theres nothing I can do. Its a machine. The little light is blinking right now, Come and listen to the idiot. Hey everybody, the idiots on!'?",George Costanza
Who said the quote: 'After one date you try and improvise on her machine?'?,Jerry Seinfeld
Who said the quote: 'Now Im in the worst position of all.'?,George Costanza
"Who said the quote: 'Yknow, my brother-in-law once left a message on this guys machine, and he blurted out some business information he wasnt supposed to, and it would have cost him fifteen thousand dollars, so he waited outside the guys house and when the guy came home he went upstairs with him and he switched the tape.'?",Elaine Benes
Who said the quote: 'He did that?'?,George Costanza
Who said the quote: 'Yeah.'?,Elaine Benes
Who said the quote: 'Somebody did that?'?,George Costanza
Who said the quote: 'Shell call you back. Youre overreacting.'?,Jerry Seinfeld
Who said the quote: 'Not once.'?,Jerry Seinfeld
"Who said the quote: 'I have never seen one episode of I Love Lucy in my life, ever.'?",Jerry Seinfeld
Who said the quote: 'Thank you.'?,Jerry Seinfeld
"Who said the quote: 'Yes, Im lactose intolerant.'?",Jerry Seinfeld
"Who said the quote: 'I have no patience for lactose. And I wont stand for it. Um, Ill be right back.'?",Jerry Seinfeld
"Who said the quote: 'Wait till you hear this! (George sees Donna and no Jerry.) Whoa, ah, Im sorry, I didnt, I had no idea.'?",George Costanza
"Who said the quote: 'I just wanted to talk to him for a minute, but Ill come back.'?",George Costanza
Who said the quote: 'You sure?'?,George Costanza
Who said the quote: 'Okay.'?,George Costanza
"Who said the quote: 'Donna. Oh, youre the one that likes that commercial!'?",George Costanza
"Who said the quote: '(back-pedalling) No, he, he didnt actually tell me that, uh, we were talking about that commercial  in fact I think I brought it up because I like that commercial. No, he, he would never tell me anything. He never discusses anything. Hes, hes like a clam. Youre not gonna mention this, to him...'?",George Costanza
"Who said the quote: 'What? (to George) What did, what did you say?'?",Jerry Seinfeld
"Who said the quote: 'Say? What? Nothing, I...'?",George Costanza
"Who said the quote: 'Well, so what if I said that?'?",Jerry Seinfeld
"Who said the quote: 'No, I had to tell my friends  my friends didnt have to tell you.'?",Jerry Seinfeld
Who said the quote: '(to Donna) Why did you have to get me in trouble?'?,George Costanza
Who said the quote: 'Boy oh boy.'?,George Costanza
Who said the quote: 'I said I couldnt believe you liked that commercial. So what?'?,Jerry Seinfeld
"Who said the quote: 'Boy, I bet you got a regular Algonquin round table there.'?",Jerry Seinfeld
Who said the quote: 'Hey.'?,Cosmo Kramer
"Who said the quote: 'Oh uh, Kramer, this is Donna.'?",Jerry Seinfeld
Who said the quote: 'Oh. Cotton Dockers!'?,Cosmo Kramer
"Who said the quote: 'Hello! All right, we should be going. Come on...'?",George Costanza
Who said the quote: 'What? Where are we going?'?,Cosmo Kramer
Who said the quote: 'Come on!'?,George Costanza
"Who said the quote: 'Donna, really, youre making too much of this.'?",Jerry Seinfeld
"Who said the quote: 'One hundred percent Cotton Dockers. If theyre not Dockers, theyre just pants'?",Cosmo Kramer
"Who said the quote: 'Please, Donna...'?",Jerry Seinfeld
"Who said the quote: 'I cant believe I said that. You know me, Im a vault.'?",George Costanza
"Who said the quote: 'Dont worry about it, it wasnt working anyway.'?",Jerry Seinfeld
Who said the quote: 'What happened there?'?,Cosmo Kramer
Who said the quote: 'Ill tell you later.'?,Jerry Seinfeld
Who said the quote: 'You are not gonna believe whats going on with this woman.'?,George Costanza
"Who said the quote: 'Okay, so you remember I made the initial call Sunday, she doesnt call back. I call again Monday, I leave another message. I call Tuesday, I get the machine again, I know youre there, I dont know what your story is. Yesterday, Im a volcano  I try one more call, the machine comes on, and I let fly like Mussolini from the balcony, Where the hell do you get the nerve? You invite me up for coffee and then you dont call me back for four days? I dont like coffee, I dont have to come up. Id like to get one more shot at the coffee just so I could spit it in your face.'?",George Costanza
Who said the quote: 'You said that?'?,Jerry Seinfeld
Who said the quote: 'I lost it.'?,George Costanza
Who said the quote: 'I cant blame you. I cant believe she never called you back.'?,Jerry Seinfeld
Who said the quote: 'She did. Today.'?,George Costanza
Who said the quote: 'What?'?,Jerry Seinfeld
"Who said the quote: 'She called my office. She said shes been in the Hamptons since Sunday. She didnt know if I was trying to get in touch with her. Her machine broke, and shes been using her old machine and she doesnt have the beeper for it.'?",George Costanza
Who said the quote: 'So she didnt get the messages.'?,Jerry Seinfeld
"Who said the quote: 'Exactly, but theyre on there  waiting. She said she cant wait to see me, were having dinner tonight. Shes supposed to call me as soon as she gets home.'?",George Costanza
Who said the quote: 'But what about the messages?'?,Jerry Seinfeld
Who said the quote: 'Elaines thing? How you gonna get in?'?,Jerry Seinfeld
Who said the quote: 'Ill meet her outside the building.'?,George Costanza
Who said the quote: 'But you know as soon as she gets in the apartment shes going right for that machine.'?,Jerry Seinfeld
"Who said the quote: 'Unless she goes for the bathroom. Thats my only chance. (George crumbles. He drops the cassette on the table.) Who am I kidding? I cant do this, I cant do this. I dont even know how to work those stupid machines.'?",George Costanza
"Who said the quote: 'Theres nothing to it. You lift the lid, it comes right out.'?",Jerry Seinfeld
Who said the quote: 'You do it for me.'?,George Costanza
Who said the quote: 'What?'?,Jerry Seinfeld
"Who said the quote: 'Come on, itll be so much easier.'?",George Costanza
Who said the quote: 'How you gonna get me up there?'?,Jerry Seinfeld
"Who said the quote: 'Ill tell her I bumped into you, Im giving you a ride uptown.'?",George Costanza
Who said the quote: 'And who makes the switch?'?,Jerry Seinfeld
Who said the quote: 'You do.'?,George Costanza
Who said the quote: 'I do.'?,Jerry Seinfeld
Who said the quote: 'I cant get involved in this.'?,Jerry Seinfeld
Who said the quote: 'I think I may be in love with this woman.'?,George Costanza
Who said the quote: 'What if she sees me?'?,Jerry Seinfeld
"Who said the quote: 'Oh, you are such a wuss.'?",George Costanza
Who said the quote: 'A wuss?'?,Jerry Seinfeld
Who said the quote: 'Yeah.'?,George Costanza
Who said the quote: 'Did you call me a wuss?'?,Jerry Seinfeld
Who said the quote: 'Well there is traffic. It might take her till eight-fifteen.'?,George Costanza
"Who said the quote: 'I got one problem. Youre keeping her busy in the other room. Now, what if she somehow gets away from you and is coming in? You have to signal me that shes coming.'?",Jerry Seinfeld
"Who said the quote: 'A signal, right, um, okay, uh, okay, the signal is, Ill call out tippy-toe!'?",George Costanza
Who said the quote: 'Tippy Toe? I dont think so.'?,Jerry Seinfeld
Who said the quote: 'You dont like tippy toe?'?,George Costanza
Who said the quote: 'No tippy toe.'?,Jerry Seinfeld
"Who said the quote: 'All right, uh, okay, I got it, um, Ill sing.'?",George Costanza
Who said the quote: 'What song?'?,Jerry Seinfeld
Who said the quote: 'How Do You Solve A Problem Like Maria?'?,George Costanza
Who said the quote: 'What is that?'?,Jerry Seinfeld
"Who said the quote: 'Oh, its a lovely song. (singing) How do you solve a problem like Maria?...'?",George Costanza
Who said the quote: 'Anything else?'?,Jerry Seinfeld
Who said the quote: 'You pick it.'?,George Costanza
Who said the quote: 'Lemon Tree.'?,Jerry Seinfeld
"Who said the quote: 'Peter, Paul and Mary.'?",George Costanza
"Who said the quote: 'No, Trini Lopez.'?",Jerry Seinfeld
Who said the quote: 'Alright ok. You got the tape?'?,George Costanza
Who said the quote: 'Standard. Micro.'?,Jerry Seinfeld
Who said the quote: 'How do you feel? Confident?'?,George Costanza
Who said the quote: 'Feel good.'?,Jerry Seinfeld
Who said the quote: 'You nervous?'?,George Costanza
Who said the quote: 'Not at all.'?,Jerry Seinfeld
"Who said the quote: 'Get up, get up, its her! Oh, the hell with this, Im scared to death, just walk away, its off, cancel everything, go!'?",George Costanza
"Who said the quote: 'I, I couldnt wait. I was too anxious to see you.'?",George Costanza
"Who said the quote: 'Oh, this is my friend, Jerry Seinfeld. I just bumped into him around the corner. Isnt that a coincidence? The funny thing is, I see him all the time.'?",George Costanza
Who said the quote: 'All the time.'?,Jerry Seinfeld
Who said the quote: 'Hi.'?,Jerry Seinfeld
"Who said the quote: 'You know, we could go uptown, and that way we could give Jerry a ride home.'?",George Costanza
Who said the quote: 'Dont you wanna go upstairs first?'?,George Costanza
"Who said the quote: 'You know, I really need to use the bathroom.'?",Jerry Seinfeld
"Who said the quote: 'Yes, yes, but uh, I have to make a call, so...'?",George Costanza
Who said the quote: 'I know Jerry. He has this phobia about public toilets. I think we really should go upstairs.'?,George Costanza
"Who said the quote: 'Right, right.'?",George Costanza
"Who said the quote: 'Uh, you know, why dont you go first, you just had a long trip.'?",Jerry Seinfeld
"Who said the quote: 'Um, you know, its the damnedest thing. It went away.'?",Jerry Seinfeld
"Who said the quote: 'No, no that can happen. Ive, uh, Ive read about that in medical journals. Its a freak thing, but...'?",George Costanza
"Who said the quote: 'Uh, Carol, can I talk to you for a second? Right now?'?",George Costanza
"Who said the quote: 'Please, this is very, very important.'?",George Costanza
"Who said the quote: '(from other room) Uh, tippy toe! Tippy toe! Lemon tree!'?",George Costanza
Who said the quote: 'Right. I am.'?,Jerry Seinfeld
"Who said the quote: 'Carol, thats so rude. Please, Im serious, just for a moment, if you wouldnt mind. And then well talk to Jerry.'?",George Costanza
Who said the quote: '(calls) Hey you two. Im ready to go.'?,Jerry Seinfeld
Who said the quote: '(to Jerry) Dont you find that strange?'?,George Costanza
Who said the quote: 'Yes.'?,Jerry Seinfeld
"Who said the quote: 'Oh, uh...'?",George Costanza
"Who said the quote: 'I love my phone machine. I wish I was a phone machine. I wish if I saw somebody on the street I didnt want to talk to, I could go, Excuse me, Im not in right now. If you would just leave a message, I could walk away. I also have a cordless phone, but I dont like that as much, because you cant slam down a cordless phone. You get mad at somebody on a real phone  You cant talk to me like that! Bang! You know. You get mad at somebody on a cordless phone  You cant talk to me like that!'?",Jerry Seinfeld
"Who said the quote: 'Well, I painted my apartment again. Ive been living in this apartment for years and years, and every time I paint it, it kinda gets me down. I look around, and I think, well, its a little bit smaller now. You know, I realize its just the thickness of the paint, but Im aware of it. It just coming in and coming in. Every-time I paint it, its closer and closer. I dont even know where the wall outlets are anymore. I just look for like a lump with two slots in it. Kinda looks like a pig is trying to push his way through from the other side. Thats where I plug in. My idea of the perfect living room would be the bridge on the Starship Enterprise. You know what I mean? Big chair, nice screen, remote control... Thats why Star Trek really was the ultimate male fantasy. Just hurtling through space in your living room, watching TV. Thats why all the aliens were always dropping in, because Kirk was the only one that had the big screen. They came over Friday nights, Klingon boxing, gotta be there.'?",Jerry Seinfeld
Who said the quote: 'What did you do?'?,Jerry Seinfeld
Who said the quote: 'Mousse. I moussed up.'?,Cosmo Kramer
Who said the quote: 'I guess it was just a matter of time.'?,Elaine Benes
"Who said the quote: 'You know, I should've done this years ago. I mean, I feel like I've had two lives. My pre-mousse. And now, I begin my post-mousse. Hey, tell me the truth, have you ever seen a better looking guy?'?",Cosmo Kramer
"Who said the quote: 'Well, looks are so subjective.'?",Jerry Seinfeld
"Who said the quote: 'I dont mean to interrupt or anything, but on Sunday, my friend is having a brunch for the New York Marathon.'?",Elaine Benes
"Who said the quote: '(annoyed that he forgot) Oh, I keep forgetting to enter that!'?",Cosmo Kramer
"Who said the quote: 'She lives right above First Avenue, says she has a perfect view of the race. And she said I can invite some friends.'?",Elaine Benes
Who said the quote: 'Maybe.'?,Jerry Seinfeld
Who said the quote: '(to Elaine) Harold and Manny.'?,Jerry Seinfeld
"Who said the quote: 'Boys, boys.'?",Jerry Seinfeld
"Who said the quote: 'I slid the rent under your door, Harold. Did you get it?'?",Jerry Seinfeld
Who said the quote: 'She died? Mrs. Hudwalker died?'?,Jerry Seinfeld
Who said the quote: 'Are you kidding? You know my friend Elaine?'?,Jerry Seinfeld
Who said the quote: 'Its not promised to anybody? Cause shed take it in a second.'?,Jerry Seinfeld
"Who said the quote: 'So, its okay? I could just tell her she can have it?'?",Jerry Seinfeld
"Who said the quote: 'Hey, Harold, what do you think?'?",Cosmo Kramer
"Who said the quote: '(not understanding him) Hey, thanks.'?",Cosmo Kramer
Who said the quote: 'What was that all about?'?,Elaine Benes
"Who said the quote: '(coyly) Oh, nothing important.'?",Jerry Seinfeld
Who said the quote: 'Whats going on? What is that look?'?,Elaine Benes
Who said the quote: 'What look? Nothing.'?,Jerry Seinfeld
Who said the quote: 'Somethings going on here.'?,Elaine Benes
"Who said the quote: 'I dont know if you should sit for this or not. Sitting is good if you faint, but standing is good for jumping up and down. I cant decide.'?",Jerry Seinfeld
Who said the quote: 'Jumping up and down? What are you talking about? Cmon. Cough it up.'?,Elaine Benes
"Who said the quote: 'Oh, Elaine. You know the way I am  rarely ever thinking of myself. My only concern is the welfare and happiness of those close to me. Sure, it hurts sometimes to give, and give, and give...'?",Jerry Seinfeld
Who said the quote: 'Would you please?'?,Elaine Benes
Who said the quote: 'What would you say if I told you that...'?,Jerry Seinfeld
Who said the quote: 'Told me what?!'?,Elaine Benes
Who said the quote: '...I got you an apartment in this building.'?,Jerry Seinfeld
Who said the quote: '(dumbfounded) No.'?,Elaine Benes
Who said the quote: 'Yes.'?,Jerry Seinfeld
Who said the quote: 'No.'?,Elaine Benes
Who said the quote: 'Yes.'?,Jerry Seinfeld
Who said the quote: 'You didnt.'?,Elaine Benes
Who said the quote: 'I did.'?,Jerry Seinfeld
Who said the quote: 'You got me an apartment in the building?!'?,Elaine Benes
Who said the quote: 'I got you an apartment in the building.'?,Jerry Seinfeld
Who said the quote: 'How did you...'?,Elaine Benes
Who said the quote: 'Remember Mrs. Hudwalker? The ninety-four-year-old woman who lived above me?'?,Jerry Seinfeld
Who said the quote: 'No.'?,Elaine Benes
Who said the quote: 'She died.'?,Jerry Seinfeld
Who said the quote: '(thrilled) She died?!'?,Elaine Benes
Who said the quote: 'She died.'?,Jerry Seinfeld
Who said the quote: 'She died!'?,Elaine Benes
Who said the quote: 'And the rent is only four hundred dollars a month!'?,Jerry Seinfeld
Who said the quote: 'Get out!'?,Elaine Benes
Who said the quote: 'Four hundred a month? Only four hundred a month?!'?,Elaine Benes
Who said the quote: 'Four hundred a month.'?,Jerry Seinfeld
Who said the quote: 'And Ill be right upstairs?'?,Elaine Benes
Who said the quote: 'Right upstairs.'?,Jerry Seinfeld
Who said the quote: 'Right above you?'?,Elaine Benes
Who said the quote: 'Right above me.'?,Jerry Seinfeld
"Who said the quote: 'Oh, were neighbors. Ill be here all the time!'?",Elaine Benes
Who said the quote: 'All the time.'?,Jerry Seinfeld
"Who said the quote: '(overly excited) We can exchange keys so we can come in and out. Oh, this is going to be great!'?",Elaine Benes
Who said the quote: 'All the time.'?,Jerry Seinfeld
"Who said the quote: 'The problem with talking is that nobody stops you from saying the wrong thing. I think life would be a lot better if it was like youre always making a movie. You mess up, somebody just walks on the set, and stops the whole shot. You know what I mean? Think of the things you wish you could take back. Youre out somewhere with people, Gee, you look pregnant.. are you? Cut, cut, cut, cut, cut, thats not gonna work at all. Walk out the door, and come back in. Lets take this whole scene again. People, think about what youre saying!'?",Jerry Seinfeld
"Who said the quote: 'Thanks, see you later, Donna.'?",George Costanza
Who said the quote: 'What happened to you?'?,George Costanza
Who said the quote: 'You cant believe what I just did.'?,Jerry Seinfeld
Who said the quote: 'What? What did you do?'?,George Costanza
"Who said the quote: 'I could tell you what I did, but you wouldnt believe it. Its not believable.'?",Jerry Seinfeld
Who said the quote: 'What did you do?'?,George Costanza
Who said the quote: 'How could I have done that?'?,Jerry Seinfeld
Who said the quote: 'Done what?'?,George Costanza
Who said the quote: 'I told Elaine about an apartment opening up in my building. Shes going to move in.'?,Jerry Seinfeld
Who said the quote: 'Elaines moving into your building?'?,George Costanza
Who said the quote: 'Yes. Right above me.'?,Jerry Seinfeld
Who said the quote: 'Right above you?'?,George Costanza
Who said the quote: 'Yeah.'?,Jerry Seinfeld
Who said the quote: 'Youre gonna be neighbors.'?,George Costanza
Who said the quote: 'I know. Neighbors.'?,Jerry Seinfeld
Who said the quote: 'Shes right above you?'?,George Costanza
Who said the quote: 'Right above me.'?,Jerry Seinfeld
Who said the quote: 'How could you do that?'?,George Costanza
"Who said the quote: 'Cause Im an idiot! You may think youre an idiot, but with all due respect, Im a much bigger idiot than you are.'?",Jerry Seinfeld
"Who said the quote: 'Dont insult me, my friend. Remember who youre talking to. No ones a bigger idiot than me.'?",George Costanza
Who said the quote: 'Did you ever ask an ex-girlfriend to move into your building?'?,Jerry Seinfeld
Who said the quote: 'Did you ever go to a singles weekend in the Poconos?'?,George Costanza
"Who said the quote: 'Shes right in my building! Right above me! Every time I come in the building, Im gonna have to sneak around like a cat burglar.'?",Jerry Seinfeld
Who said the quote: 'Youre doomed. Youre gonna have to have all your sex at womens apartments. Itll be like a permanent road trip. Forget about the home bed advantage.'?,George Costanza
Who said the quote: 'But I need the home bed advantage.'?,Jerry Seinfeld
Who said the quote: 'Of course. We all do.'?,George Costanza
Who said the quote: 'Come in for two minutes and sit with me.'?,Jerry Seinfeld
Who said the quote: 'I was just in there. Its embarrassing.'?,George Costanza
"Who said the quote: 'Oh, whos gonna know?'?",Jerry Seinfeld
Who said the quote: 'They saw me walk out.'?,George Costanza
Who said the quote: 'Two minutes.'?,Jerry Seinfeld
Who said the quote: 'My censoring system broke down. You know that little guy in your head who watches everything you say? Makes sure you dont make a mistake? He went for a cup of coffee. And in that second ruined my life.'?,Jerry Seinfeld
Who said the quote: 'My censor quit two years ago. He checked into a clinic. Emotionally exhausted.'?,George Costanza
"Who said the quote: 'So, is there any way out of this Elaine thing?'?",Jerry Seinfeld
Who said the quote: 'Tough.'?,George Costanza
"Who said the quote: 'You know, the water pressures terrible in my building. And she loves a good shower.'?",Jerry Seinfeld
Who said the quote: 'I never heard of anyone would turned down an apartment because of a weak shower spray.'?,George Costanza
"Who said the quote: 'If they were fanatic about showers, they might.'?",Jerry Seinfeld
"Who said the quote: 'For that rent, shed take a bath in the toilet tank if she had to.'?",George Costanza
"Who said the quote: 'Look at that woman feeding her baby greasy, disgusting, coffee shop corned beef hash. Isnt that child abuse?'?",Jerry Seinfeld
"Who said the quote: 'Id like to have a kid. Of course, you have to have a date first... Remember my friend, Adam, from Detroit?'?",George Costanza
"Who said the quote: 'Yeah, the guy with the flat head.'?",Jerry Seinfeld
"Who said the quote: 'Hes a cube. Anyway, he got married six months ago. He told me ever since hes been wearing a wedding band, women have been coming on to him everywhere he goes.'?",George Costanza
"Who said the quote: 'Yeah, Ive heard that about wedding bands.'?",Jerry Seinfeld
Who said the quote: 'I wonder if thats really true.'?,George Costanza
"Who said the quote: 'That would be an interesting sociological experiment. You know, Kramer has his fathers band. Hed loan it to you.'?",Jerry Seinfeld
Who said the quote: 'Thanks a lot. Ill give it back to you in a week.'?,George Costanza
"Who said the quote: 'You know, I dont even know why youre fooling around with this ring. Ive been telling you, get yourself some plugs. Or a piece.'?",Cosmo Kramer
Who said the quote: 'Im not doing that.'?,George Costanza
"Who said the quote: 'Oh, man. You know, youre crazy. Youre a good looking guy. What do you want to walk around like that for?'?",Cosmo Kramer
"Who said the quote: 'No, Ill put half a can of mousse in my head like you.'?",George Costanza
"Who said the quote: 'Boys, boys.'?",Jerry Seinfeld
Who said the quote: 'What?'?,Jerry Seinfeld
"Who said the quote: 'Hey, hey. I understand. Youre businessmen.'?",Jerry Seinfeld
"Who said the quote: 'Well, thats a lot of money. But, if thats the way its gotta be, thats the way its gotta be.'?",Jerry Seinfeld
"Who said the quote: 'You know, I used to think that the universe is a random, chaotic sequence of meaningless events, but I see now that there is reason and purpose to all things.'?",Jerry Seinfeld
Who said the quote: 'What happened to you?'?,George Costanza
"Who said the quote: 'Religion, my friend, thats what happened to me. Because, I have just been informed that its going to cost Elaine the sum of five thousand dollars to get the apartment upstairs.'?",Jerry Seinfeld
Who said the quote: '(jubilant) Five thousand dollars? She doesnt have five thousand dollars!'?,George Costanza
Who said the quote: 'Of course she doesnt have five thousand dollars!'?,Jerry Seinfeld
"Who said the quote: 'So, she cant get the apartment.'?",George Costanza
Who said the quote: 'Cant get it.'?,Jerry Seinfeld
"Who said the quote: 'So, she doesnt move in.'?",George Costanza
"Who said the quote: 'No move. So, you see, its all part of a divine plan.'?",Jerry Seinfeld
Who said the quote: 'And how does the baldness fit into that plan?'?,George Costanza
Who said the quote: '(to the intercom) Elaine?'?,Jerry Seinfeld
Who said the quote: 'Yeah.'?,Elaine Benes
"Who said the quote: '(to George) All right, this is going to require some great acting now. I have to pretend Im disappointed. Youre going to really see me being a phony, now. I hope you can take this. Maybe you should go in the other room.'?",Jerry Seinfeld
Who said the quote: 'Are you kidding? I lie every second of the day. My whole life is a sham!'?,George Costanza
"Who said the quote: 'Cause you know, I love Elaine.'?",Jerry Seinfeld
Who said the quote: 'Of course you do.'?,George Costanza
"Who said the quote: 'But you know... not in the building. Really, I feel terrible about this. My intentions were good. What can I do? Tell me.'?",Jerry Seinfeld
"Who said the quote: '(to someone in the hallway) No, Ill be seeing you. (She enters the apartment; singing) ""Good morning, good morning.. (to Jerry and George) Have you ever gotten up in the morning and felt its great to be alive? That every breath is a gift of sweet life from above?'?",Elaine Benes
"Who said the quote: 'Oh, and before I forget, I have the checks for the first month, last months security deposit. (laughs) I have seventy-five dollars left in my account.'?",Elaine Benes
Who said the quote: 'Well... theres a little bit of a problem.'?,Jerry Seinfeld
"Who said the quote: 'Oh, I know. Theres a weak shower spray, I know. Ive already thought about it, and Im switching to baths. As Winston Churchill said, Why stand when you can sit? Maybe Ill get some rubber duckies.'?",Elaine Benes
"Who said the quote: 'Uh, no uh, someone offered Harold and Manny five thousand for the apartment. Im sure theyd just as soon give it to you, but youd have to come up with that money.'?",Jerry Seinfeld
Who said the quote: 'Five thousand dollars? I dont have five thousand dollars.'?,Elaine Benes
Who said the quote: 'I know.'?,Jerry Seinfeld
Who said the quote: '(disappointed) How am I going to get five thousand dollars?'?,Elaine Benes
Who said the quote: 'I have no idea.'?,Jerry Seinfeld
"Who said the quote: '(to Elaine) Hey, my new neighbor!'?",Cosmo Kramer
Who said the quote: 'Im not moving in.'?,Elaine Benes
Who said the quote: 'What?'?,Cosmo Kramer
Who said the quote: 'They want five thousand dollars now.'?,Elaine Benes
"Who said the quote: 'So, okay uh whats the problem?'?",Cosmo Kramer
Who said the quote: 'I dont have five thousand dollars.'?,Elaine Benes
"Who said the quote: 'Cmon, you can come up with five thousand dollars. (to Jerry) Jerry, you dont have five thousand dollars you can led her? Come on.'?",Cosmo Kramer
"Who said the quote: 'Yeah, well, I didnt- Is that something you want to borrow?'?",Jerry Seinfeld
"Who said the quote: 'No, thats too much money to borrow.'?",Elaine Benes
Who said the quote: 'Loan her the money. You can afford it.'?,Cosmo Kramer
Who said the quote: 'She doesnt wanna borrow the money.'?,Jerry Seinfeld
"Who said the quote: 'Oh, cmon. Shell pay you back. Whats five grand between friends?'?",Cosmo Kramer
Who said the quote: 'Of course Id pay you back..'?,Elaine Benes
